,gesture,real,LR,match,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
24,0,10,R,False,0.5199640989303589,0.7233327627182007,-6.63853861624375e-05,0.4831741750240326,0.6875622868537903,0.023088006302714348,0.472173810005188,0.6170018911361694,0.04566337540745735,0.4749269485473633,0.5760427117347717,0.05566954240202904,0.4743424654006958,0.5397682785987854,0.06588102132081985,0.4926099479198456,0.5710976719856262,0.028318965807557106,0.47179093956947327,0.5406335592269897,-0.014944838359951973,0.4626714289188385,0.5827434062957764,-0.02770301140844822,0.46135297417640686,0.6188011765480042,-0.02067619003355503,0.5135374665260315,0.5755726099014282,0.0038654180243611336,0.4892546832561493,0.5505856871604919,-0.04558749496936798,0.47782936692237854,0.6037678718566895,-0.05866452679038048,0.4757261872291565,0.6436112523078918,-0.05086808279156685,0.5361011624336243,0.5860112905502319,-0.025454048067331314,0.5121929049491882,0.5616966485977173,-0.06765363365411758,0.49666187167167664,0.6100624203681946,-0.06982283294200897,0.48927077651023865,0.6453994512557983,-0.05449700728058815,0.5590439438819885,0.5987797379493713,-0.05383977293968201,0.563944399356842,0.5481188297271729,-0.08109866082668304,0.5607974529266357,0.5149765610694885,-0.089276984333992,0.5545107126235962,0.4787876605987549,-0.08558685332536697
25,11,11,R,True,0.5351095199584961,0.7300073504447937,-7.727697811787948e-05,0.4954952299594879,0.6976000070571899,-0.021511487662792206,0.4752480983734131,0.6360975503921509,-0.04314267262816429,0.483997106552124,0.5930504202842712,-0.07070722430944443,0.5071974396705627,0.5725202560424805,-0.09286350756883621,0.5080685615539551,0.5639539361000061,-0.008138235658407211,0.48745474219322205,0.500946581363678,-0.03266424313187599,0.47778746485710144,0.45929259061813354,-0.04552760347723961,0.4716421365737915,0.41891324520111084,-0.055281709879636765,0.5395658016204834,0.5631049871444702,-0.024338971823453903,0.5270292162895203,0.5008505582809448,-0.05368364229798317,0.5217993855476379,0.4525653123855591,-0.073065385222435,0.5182233452796936,0.4106093645095825,-0.0845666378736496,0.565426766872406,0.5826044082641602,-0.04635851830244064,0.5250840187072754,0.5692141056060791,-0.10322935879230499,0.5038766860961914,0.6159646511077881,-0.11131735146045685,0.49778658151626587,0.6550923585891724,-0.10268187522888184,0.5821398496627808,0.6097530126571655,-0.06960488110780716,0.5429217219352722,0.6024489402770996,-0.11222601681947708,0.5189489126205444,0.6297116279602051,-0.11647523194551468,0.506103515625,0.6552165150642395,-0.10830268263816833
26,12,12,R,True,0.5348387956619263,0.7399593591690063,-0.00010033341095549986,0.49132898449897766,0.700518012046814,-0.004661325365304947,0.46638423204421997,0.6297608613967896,-0.0018811434274539351,0.453396201133728,0.5742524862289429,-0.005732599645853043,0.44078028202056885,0.5301995277404785,-0.00852862186729908,0.5036073923110962,0.5715440511703491,0.015489253215491772,0.4927654266357422,0.49999621510505676,0.002938441000878811,0.4861457645893097,0.45618224143981934,-0.009407320991158485,0.48181232810020447,0.41716545820236206,-0.022260673344135284,0.5293344855308533,0.5783339142799377,-0.0019514341838657856,0.4942360520362854,0.5663461685180664,-0.04519585892558098,0.4823610484600067,0.6263790726661682,-0.0646173357963562,0.48321595788002014,0.6715684533119202,-0.06643396615982056,0.5521994233131409,0.5940432548522949,-0.02444385550916195,0.525058388710022,0.5747576355934143,-0.05993722379207611,0.5091626048088074,0.62496018409729,-0.0736854076385498,0.5047602653503418,0.6613924503326416,-0.07327002286911011,0.573661208152771,0.6141597032546997,-0.04855504259467125,0.588141918182373,0.5619044303894043,-0.07493452727794647,0.5939691662788391,0.5296933054924011,-0.09321972727775574,0.6013738512992859,0.49355530738830566,-0.1034737154841423
27,13,13,R,True,0.5372473001480103,0.7436223030090332,-0.00011547308531589806,0.4974006414413452,0.7105280160903931,-0.007643039338290691,0.463521808385849,0.6562255620956421,-0.03962478041648865,0.4513380527496338,0.6112783551216125,-0.0785069614648819,0.4732580780982971,0.5931289792060852,-0.11288272589445114,0.5109968781471252,0.5649399161338806,-0.013500945642590523,0.4965039789676666,0.506065845489502,-0.05573699250817299,0.48816409707069397,0.4661675989627838,-0.0796203464269638,0.4812532961368561,0.4274742007255554,-0.09354725480079651,0.5424966216087341,0.5665658712387085,-0.03466244041919708,0.4922296404838562,0.5771387815475464,-0.08841198682785034,0.4887799620628357,0.6338049173355103,-0.08736962825059891,0.5039825439453125,0.6463626623153687,-0.06804199516773224,0.5632748603820801,0.5856872200965881,-0.06253945827484131,0.5133267641067505,0.6057894229888916,-0.1032598689198494,0.5109808444976807,0.6531351208686829,-0.09421923011541367,0.5256849527359009,0.6593019366264343,-0.07881459593772888,0.579709529876709,0.6132592558860779,-0.09389570355415344,0.5363927483558655,0.6339643597602844,-0.10759717226028442,0.5286574959754944,0.6698786020278931,-0.09957975149154663,0.541684627532959,0.6768044233322144,-0.09035071730613708
28,7,14,R,False,0.47367095947265625,0.8328540921211243,-4.757219721795991e-05,0.43814924359321594,0.8477753400802612,-0.018712595105171204,0.3998164236545563,0.8486858010292053,-0.04794914275407791,0.3830719292163849,0.8429667353630066,-0.07802116125822067,0.39212140440940857,0.8232383728027344,-0.10718075186014175,0.3804962635040283,0.7755258083343506,-0.04075687751173973,0.33975982666015625,0.7578016519546509,-0.07065971940755844,0.3137224614620209,0.7470434904098511,-0.09405162185430527,0.2896724343299866,0.7366794347763062,-0.11202401667833328,0.40214431285858154,0.7499819993972778,-0.057863812893629074,0.3656124472618103,0.7146723866462708,-0.09192910045385361,0.34261754155158997,0.6898285746574402,-0.11776653677225113,0.3230475187301636,0.6641424894332886,-0.13862363994121552,0.43014654517173767,0.7445802092552185,-0.0753321573138237,0.4080922305583954,0.7195319533348083,-0.11052553355693817,0.3912607431411743,0.69527268409729,-0.13654571771621704,0.3770831227302551,0.6704298853874207,-0.1554933339357376,0.4587893784046173,0.7520207166671753,-0.09311937540769577,0.4425089359283447,0.7767293453216553,-0.12252723425626755,0.43990302085876465,0.8089179396629333,-0.12513074278831482,0.4427410364151001,0.8295643329620361,-0.12438558787107468
29,1,1,R,True,0.21791505813598633,0.6716601252555847,-3.529097739374265e-05,0.1804555058479309,0.6374547481536865,0.0022231691982597113,0.15221044421195984,0.602954626083374,-0.029647191986441612,0.12447381019592285,0.5876656770706177,-0.06207370012998581,0.10789848119020462,0.586519718170166,-0.08948680758476257,0.19280648231506348,0.5450928211212158,-0.07235267758369446,0.13299208879470825,0.5560134649276733,-0.08660013228654861,0.1389344036579132,0.5847310423851013,-0.061510998755693436,0.1561022251844406,0.5834452509880066,-0.04458463937044144,0.21170252561569214,0.5649616718292236,-0.09280196577310562,0.14255434274673462,0.5822729468345642,-0.10964877903461456,0.15140071511268616,0.6096469163894653,-0.06971914321184158,0.169703871011734,0.6067793369293213,-0.04654509201645851,0.2200029194355011,0.5937749147415161,-0.11294515430927277,0.1559855341911316,0.6145080327987671,-0.11554714292287827,0.16352972388267517,0.6378368735313416,-0.07796060293912888,0.17837148904800415,0.6346569061279297,-0.061812397092580795,0.221147358417511,0.6253068447113037,-0.13344167172908783,0.17160414159297943,0.6368366479873657,-0.12745966017246246,0.17712366580963135,0.6534504294395447,-0.10771896690130234,0.1909104287624359,0.6531814932823181,-0.10329228639602661
30,2,2,R,True,0.2115507870912552,0.6489553451538086,-2.864811358449515e-05,0.18126943707466125,0.6128716468811035,-0.0094133410602808,0.15966357290744781,0.5750255584716797,-0.03343779966235161,0.13981011509895325,0.5448736548423767,-0.04929088428616524,0.1266912966966629,0.5149405002593994,-0.056402917951345444,0.1832951307296753,0.547856330871582,-0.09745226055383682,0.12835153937339783,0.5754311680793762,-0.11747011542320251,0.13095912337303162,0.5954877734184265,-0.09990627318620682,0.14360681176185608,0.5920981764793396,-0.0929330363869667,0.19881084561347961,0.5806798338890076,-0.10595563054084778,0.13780534267425537,0.6086154580116272,-0.12512700259685516,0.14484910666942596,0.6221959590911865,-0.09072434157133102,0.15787726640701294,0.6209464073181152,-0.07624805718660355,0.20856443047523499,0.6145610809326172,-0.1148902103304863,0.151442289352417,0.6383665800094604,-0.12178009748458862,0.1597626954317093,0.6465790867805481,-0.08199798315763474,0.17052744328975677,0.6449147462844849,-0.06677189469337463,0.2142079770565033,0.6485377550125122,-0.12622934579849243,0.17151856422424316,0.6554877161979675,-0.1407909244298935,0.17251373827457428,0.6570717692375183,-0.13088080286979675,0.17614944279193878,0.6549051403999329,-0.1330939680337906
31,13,3,R,False,0.22860586643218994,0.6337391138076782,-2.0798053810722195e-05,0.19962242245674133,0.6074339151382446,0.0034717912785708904,0.17644578218460083,0.5840452909469604,-0.025876739993691444,0.15722858905792236,0.5705803036689758,-0.05696818605065346,0.14702537655830383,0.5578390955924988,-0.08546355366706848,0.19398759305477142,0.5464449524879456,-0.07795745134353638,0.16009530425071716,0.5211070775985718,-0.11501529067754745,0.13701292872428894,0.4967733919620514,-0.132903590798378,0.11920563876628876,0.4742431640625,-0.14266660809516907,0.21063151955604553,0.5597617030143738,-0.0934111624956131,0.15242710709571838,0.5895920395851135,-0.11430982500314713,0.1621534675359726,0.6142180562019348,-0.07377597689628601,0.17822454869747162,0.616719126701355,-0.047815170139074326,0.22072672843933105,0.588566243648529,-0.11078858375549316,0.16116347908973694,0.6151084899902344,-0.12001954764127731,0.17304998636245728,0.6305657625198364,-0.0824868232011795,0.19025374948978424,0.6249736547470093,-0.06430058926343918,0.22585399448871613,0.6199939846992493,-0.1291370391845703,0.18101628124713898,0.6412174701690674,-0.1295299381017685,0.1868126541376114,0.6502038836479187,-0.10841643065214157,0.200715571641922,0.6432341933250427,-0.10548071563243866
32,11,4,R,False,0.2509675920009613,0.6386139392852783,-4.879198968410492e-05,0.21078059077262878,0.6119171977043152,0.02068430744111538,0.18724501132965088,0.5796339511871338,0.01001068390905857,0.17227819561958313,0.5518932938575745,-0.010218782350420952,0.15568190813064575,0.5259866714477539,-0.024295717477798462,0.20709475874900818,0.5369074940681458,-0.03247292712330818,0.17990639805793762,0.493978351354599,-0.05975997820496559,0.16157084703445435,0.46307632327079773,-0.07553718239068985,0.14735271036624908,0.43556535243988037,-0.08688972890377045,0.22064995765686035,0.545539379119873,-0.06005711108446121,0.1859111785888672,0.5046365261077881,-0.09593234211206436,0.1625409722328186,0.47994208335876465,-0.12019671499729156,0.1431157886981964,0.45568960905075073,-0.1426408886909485,0.23015284538269043,0.5654337406158447,-0.08370867371559143,0.18005548417568207,0.5774235725402832,-0.10262960940599442,0.18560738861560822,0.610116183757782,-0.07385638356208801,0.19952644407749176,0.6203157305717468,-0.052492570132017136,0.23495209217071533,0.5934240818023682,-0.1059224009513855,0.19068390130996704,0.6092719435691833,-0.10485881567001343,0.1931285858154297,0.6281313896179199,-0.07878607511520386,0.20596843957901,0.6318010687828064,-0.06032124161720276
33,5,5,R,True,0.2513448894023895,0.629786491394043,-2.4059030693024397e-05,0.21372702717781067,0.6073902249336243,0.016724957153201103,0.1903795450925827,0.5701727867126465,0.008363205939531326,0.17703387141227722,0.5464481115341187,-0.0043757022358477116,0.16380710899829865,0.5206413865089417,-0.012968100607395172,0.20959410071372986,0.5312846302986145,-0.0498148575425148,0.18636156618595123,0.48638129234313965,-0.07768775522708893,0.1712278127670288,0.45215675234794617,-0.09282175451517105,0.16232314705848694,0.4210810661315918,-0.10099560022354126,0.22308500111103058,0.5391794443130493,-0.07381221652030945,0.19148389995098114,0.49729591608047485,-0.11881263554096222,0.17222724854946136,0.46800464391708374,-0.14252017438411713,0.1573580503463745,0.4363347291946411,-0.16318827867507935,0.2329910397529602,0.5572823882102966,-0.09299767762422562,0.19988207519054413,0.5314123034477234,-0.13503065705299377,0.18012453615665436,0.5162928700447083,-0.1587630957365036,0.1654723584651947,0.4993252456188202,-0.17699609696865082,0.23897428810596466,0.5830076932907104,-0.10684023052453995,0.2076241374015808,0.594878077507019,-0.11850174516439438,0.20274105668067932,0.6138895750045776,-0.10748571157455444,0.20551519095897675,0.6275966167449951,-0.10274387896060944
34,5,6,L,False,0.18907006084918976,0.5379030108451843,-1.5932039332255954e-07,0.1948736310005188,0.5082420110702515,-0.0033964626491069794,0.19144871830940247,0.4840863347053528,-0.012533689849078655,0.18314699828624725,0.470661461353302,-0.018235450610518456,0.17637144029140472,0.4598582983016968,-0.024211617186665535,0.1805448979139328,0.48581787943840027,-0.04453888162970543,0.17098139226436615,0.4611445963382721,-0.06291073560714722,0.1653529554605484,0.44174280762672424,-0.07534133642911911,0.16090424358844757,0.42383164167404175,-0.08397980779409409,0.17173847556114197,0.4975067973136902,-0.047363054007291794,0.16105347871780396,0.47268879413604736,-0.07274113595485687,0.1550753116607666,0.4535129964351654,-0.08827599883079529,0.14878356456756592,0.435617059469223,-0.10171392560005188,0.1665288805961609,0.511811375617981,-0.04682718962430954,0.15482132136821747,0.4894219636917114,-0.06733531504869461,0.14799420535564423,0.47070351243019104,-0.08072157204151154,0.14190760254859924,0.4544728100299835,-0.09223584085702896,0.16470208764076233,0.5279248356819153,-0.0442376434803009,0.1645798534154892,0.516393780708313,-0.05133351311087608,0.17239347100257874,0.5170264840126038,-0.04869093373417854,0.17815740406513214,0.5195910930633545,-0.05073510482907295
35,6,7,R,False,0.19880075752735138,0.5262877941131592,-7.594694125145907e-06,0.18125519156455994,0.5154024958610535,-0.008001716807484627,0.16931138932704926,0.4977555572986603,-0.015180780552327633,0.16358469426631927,0.47880515456199646,-0.019702449440956116,0.15826134383678436,0.46436867117881775,-0.02475317195057869,0.16342128813266754,0.4959079623222351,-0.0336340107023716,0.14960123598575592,0.47730526328086853,-0.04672111198306084,0.1415659338235855,0.4630458950996399,-0.05329238250851631,0.13506460189819336,0.4501493275165558,-0.057729121297597885,0.17091968655586243,0.49137505888938904,-0.032754719257354736,0.16017544269561768,0.467748761177063,-0.04552462324500084,0.15504425764083862,0.4495549201965332,-0.04929766431450844,0.1516864150762558,0.43463554978370667,-0.05228942632675171,0.17905691266059875,0.4883897006511688,-0.030714796856045723,0.16974647343158722,0.4657910466194153,-0.04241516813635826,0.16423940658569336,0.44975802302360535,-0.048875920474529266,0.16053026914596558,0.437643438577652,-0.052693355828523636,0.18785230815410614,0.4861294627189636,-0.028675885871052742,0.1805136650800705,0.471452921628952,-0.040071405470371246,0.17596156895160675,0.4630025625228882,-0.047665663063526154,0.17264653742313385,0.4568418264389038,-0.053368087857961655
36,11,8,L,False,0.24540357291698456,0.6141037344932556,3.65425948984921e-05,0.25914669036865234,0.5822843909263611,-0.030748680233955383,0.25366607308387756,0.5464675426483154,-0.03644775599241257,0.24109914898872375,0.5215112566947937,-0.03603124991059303,0.2348867803812027,0.5007727742195129,-0.03286203742027283,0.23975813388824463,0.5213488936424255,-0.021405013278126717,0.22061321139335632,0.4878655672073364,-0.03277525305747986,0.20744284987449646,0.46656766533851624,-0.03994578495621681,0.19495847821235657,0.44723209738731384,-0.045420050621032715,0.2235754281282425,0.5328960418701172,-0.008546843193471432,0.1940985769033432,0.506386935710907,-0.028065022081136703,0.17054475843906403,0.4905591309070587,-0.044878434389829636,0.15025800466537476,0.4762194752693176,-0.05587124451994896,0.2133014053106308,0.5505921244621277,0.0012008089106529951,0.18852859735488892,0.5440274477005005,-0.02292362041771412,0.19453807175159454,0.5688973665237427,-0.03373413532972336,0.20419450104236603,0.5888721942901611,-0.03482704609632492,0.20515267550945282,0.5712995529174805,0.009640427306294441,0.18912415206432343,0.5654377341270447,-0.014150151051580906,0.19522206485271454,0.5816113948822021,-0.025782518088817596,0.2044508457183838,0.595863401889801,-0.02933851256966591
37,12,9,R,False,0.25167933106422424,0.6475553512573242,3.125368675682694e-05,0.22518174350261688,0.6269696354866028,0.029884401708841324,0.21531647443771362,0.5960953235626221,0.04247915372252464,0.21178558468818665,0.5776058435440063,0.049102913588285446,0.21456529200077057,0.5710267424583435,0.052688200026750565,0.24312952160835266,0.5358466506004333,0.021729545667767525,0.19748735427856445,0.5270822048187256,0.0209056306630373,0.1721586138010025,0.5224995017051697,0.02412581630051136,0.15449030697345734,0.5181219577789307,0.029225081205368042,0.2516380548477173,0.5343026518821716,0.0048258197493851185,0.19225852191448212,0.540093719959259,-0.00044006374082528055,0.17709383368492126,0.5721105933189392,0.013007991947233677,0.17214034497737885,0.5952775478363037,0.024251749739050865,0.2562662959098816,0.5428481101989746,-0.01235430222004652,0.20163266360759735,0.5435697436332703,-0.020838743075728416,0.1861455887556076,0.5768251419067383,-0.011559998616576195,0.18005843460559845,0.5989967584609985,-0.006087802816182375,0.25550851225852966,0.5557626485824585,-0.027244245633482933,0.23442190885543823,0.5254886150360107,-0.03798817843198776,0.22062340378761292,0.5103481411933899,-0.0401364229619503,0.20908576250076294,0.49471962451934814,-0.04461144655942917
38,12,10,R,False,0.20821602642536163,0.6503934264183044,-3.414451202843338e-05,0.19198709726333618,0.6474592089653015,0.025728372856974602,0.18223099410533905,0.6265736222267151,0.03760622441768646,0.1760970503091812,0.6182218790054321,0.04367478936910629,0.17157241702079773,0.6195052266120911,0.04417014122009277,0.19452130794525146,0.564981997013092,0.015205160714685917,0.15816575288772583,0.5954155921936035,0.016961045563220978,0.1524459421634674,0.6241160035133362,0.021770969033241272,0.1529972106218338,0.6427266001701355,0.023360878229141235,0.1948423683643341,0.5636252164840698,0.0017410705331712961,0.15050511062145233,0.5920041799545288,-0.004983721300959587,0.15151087939739227,0.6257444620132446,-0.0013866961235180497,0.15547576546669006,0.6509085893630981,0.0038559692911803722,0.19347991049289703,0.5714479684829712,-0.012401747517287731,0.15006786584854126,0.6024002432823181,-0.017448455095291138,0.1515318751335144,0.6362220048904419,-0.01580623723566532,0.1542489230632782,0.65625,-0.015560022555291653,0.18894155323505402,0.5856351852416992,-0.024228926748037338,0.15876200795173645,0.56639564037323,-0.03655995801091194,0.14506742358207703,0.5535471439361572,-0.046214018017053604,0.1304914504289627,0.5425583124160767,-0.05407971888780594
39,11,11,R,True,0.27094390988349915,0.597510814666748,2.6554032956482843e-05,0.2408231645822525,0.5961101651191711,0.010736528784036636,0.22358672320842743,0.5805568099021912,-0.004406128544360399,0.2127252072095871,0.5703123807907104,-0.02446626126766205,0.2012251317501068,0.562049150466919,-0.04337199404835701,0.2390960454940796,0.5211807489395142,-0.03897234797477722,0.21161200106143951,0.4933339059352875,-0.05762793496251106,0.19254472851753235,0.46992576122283936,-0.06587916612625122,0.17915476858615875,0.4508347809314728,-0.07102473080158234,0.2492116093635559,0.5219746828079224,-0.05717546492815018,0.213802307844162,0.4872872531414032,-0.08863622695207596,0.18965014815330505,0.4643038511276245,-0.09760966897010803,0.1700654774904251,0.4436405897140503,-0.1034511849284172,0.2552345097064972,0.5365524888038635,-0.07018905878067017,0.20527951419353485,0.5453935861587524,-0.09150891751050949,0.19797125458717346,0.5798471570014954,-0.07508263736963272,0.20158503949642181,0.6029994487762451,-0.05718084052205086,0.25762277841567993,0.5597609281539917,-0.08229891955852509,0.21612313389778137,0.5763568878173828,-0.08941776305437088,0.20430028438568115,0.5994474291801453,-0.07512505352497101,0.20282477140426636,0.616004467010498,-0.060238346457481384
40,12,12,R,True,0.2876516878604889,0.6289674043655396,-4.6023513277759776e-05,0.26368260383605957,0.6015129685401917,0.016908572986721992,0.23913176357746124,0.5662345290184021,0.02487873286008835,0.2176348865032196,0.5398877859115601,0.029154349118471146,0.20042622089385986,0.5229234099388123,0.03412274643778801,0.2408037632703781,0.5253129005432129,-0.0011827487032860518,0.1903112530708313,0.49819430708885193,-0.020568544045090675,0.16419142484664917,0.4829966425895691,-0.03342107683420181,0.14551176130771637,0.4696241021156311,-0.041364625096321106,0.2435159683227539,0.5349075198173523,-0.016510143876075745,0.18700802326202393,0.5558696389198303,-0.03921486437320709,0.20439013838768005,0.593420684337616,-0.025714298710227013,0.2245200276374817,0.6073006987571716,-0.012472828850150108,0.24262256920337677,0.552638590335846,-0.03437885269522667,0.19325895607471466,0.5639634132385254,-0.056514449417591095,0.20896904170513153,0.5971752405166626,-0.043228261172771454,0.2246171087026596,0.6091321110725403,-0.03273777291178703,0.24074320495128632,0.5728703737258911,-0.0508137084543705,0.21094004809856415,0.5485293865203857,-0.07583583146333694,0.19340163469314575,0.537162184715271,-0.08439019322395325,0.1758192926645279,0.5232377052307129,-0.09294997900724411
41,13,13,R,True,0.2674126625061035,0.6104795932769775,-2.6748498385131825e-06,0.2300533950328827,0.6039875149726868,0.010286889038980007,0.2021482139825821,0.584235429763794,-0.01388793159276247,0.18021680414676666,0.5769534707069397,-0.044459354132413864,0.1649119257926941,0.5717678070068359,-0.07798958569765091,0.2293734848499298,0.5198153853416443,-0.04463324695825577,0.1996588110923767,0.5141366124153137,-0.07084232568740845,0.19152486324310303,0.5162919759750366,-0.07643704116344452,0.19194675981998444,0.5068870186805725,-0.08234890550374985,0.24561148881912231,0.5260768532752991,-0.06486713886260986,0.19300563633441925,0.5551880598068237,-0.08175206184387207,0.19793200492858887,0.5864510536193848,-0.052899762988090515,0.21242105960845947,0.5885043740272522,-0.03574836626648903,0.2558757960796356,0.5459270477294922,-0.08673284202814102,0.2049543708562851,0.5789490938186646,-0.09430339187383652,0.21462012827396393,0.6013572812080383,-0.06356805562973022,0.23224903643131256,0.5970064401626587,-0.04762836918234825,0.26073700189590454,0.5703991055488586,-0.10932591557502747,0.22160203754901886,0.5952550172805786,-0.10707642138004303,0.22753287851810455,0.6089750528335571,-0.08641772717237473,0.24218660593032837,0.6056030988693237,-0.07778292149305344
42,14,14,R,True,0.2630026936531067,0.613111138343811,-5.058087481302209e-05,0.2224545180797577,0.6120322346687317,0.01770865172147751,0.1952963024377823,0.5881701111793518,0.0050958734937012196,0.17712286114692688,0.5812652111053467,-0.012860584072768688,0.15829341113567352,0.5711320042610168,-0.030898619443178177,0.2004757672548294,0.5237958431243896,-0.023556362837553024,0.17162583768367767,0.4877818524837494,-0.04792630672454834,0.15082815289497375,0.46148252487182617,-0.06382293254137039,0.13396570086479187,0.4387282431125641,-0.07441997528076172,0.2164633721113205,0.5205778479576111,-0.05050970986485481,0.1807282567024231,0.47957122325897217,-0.08770673722028732,0.1542760729789734,0.4521118402481079,-0.11415325105190277,0.13196668028831482,0.4262414276599884,-0.13575507700443268,0.23240967094898224,0.5314711332321167,-0.07293767482042313,0.19648447632789612,0.5047177672386169,-0.11209596693515778,0.17239806056022644,0.4857681095600128,-0.13514849543571472,0.15383121371269226,0.4684397876262665,-0.15044716000556946,0.24345555901527405,0.553028404712677,-0.09017175436019897,0.21011878550052643,0.5692601203918457,-0.10528714954853058,0.20145189762115479,0.5917361974716187,-0.09421702474355698,0.20147326588630676,0.6096891164779663,-0.08558458834886551
43,13,1,R,False,0.19907861948013306,0.12609466910362244,-1.2282621355552692e-05,0.1706181913614273,0.15771767497062683,-0.011996499262750149,0.14758922159671783,0.17110121250152588,-0.040841199457645416,0.13328559696674347,0.17071884870529175,-0.06654015928506851,0.12935853004455566,0.16093505918979645,-0.09054911881685257,0.13221167027950287,0.15386198461055756,-0.07410206645727158,0.13170725107192993,0.1654760241508484,-0.11885375529527664,0.12590311467647552,0.15674838423728943,-0.14426203072071075,0.11912964284420013,0.14502237737178802,-0.15736161172389984,0.1431482434272766,0.12406491488218307,-0.07919066399335861,0.1697842925786972,0.17051269114017487,-0.09834223240613937,0.18674947321414948,0.17399181425571442,-0.07294254750013351,0.18941934406757355,0.1654796153306961,-0.056696806102991104,0.16499394178390503,0.10556317865848541,-0.08889459073543549,0.1888710856437683,0.15608622133731842,-0.09955975413322449,0.19893573224544525,0.15412895381450653,-0.07405463606119156,0.19586212933063507,0.14019861817359924,-0.06136583164334297,0.18996375799179077,0.09531636536121368,-0.10024963319301605,0.20962543785572052,0.13512110710144043,-0.10282241553068161,0.2149573117494583,0.1341722011566162,-0.08586612343788147,0.20978523790836334,0.11987446993589401,-0.07765071839094162
44,2,2,R,True,0.2646951675415039,0.22736093401908875,1.7259228116017766e-05,0.21653632819652557,0.24296700954437256,-0.012128050439059734,0.1648959368467331,0.23104940354824066,-0.01790653169155121,0.12455025315284729,0.22052204608917236,-0.026542985811829567,0.09451836347579956,0.2243356704711914,-0.02701129950582981,0.1616167277097702,0.17058885097503662,0.013714033178985119,0.13004061579704285,0.14896869659423828,-0.021488521248102188,0.15882666409015656,0.18149614334106445,-0.02161274291574955,0.1707904040813446,0.18591508269309998,-0.004195546731352806,0.1817368119955063,0.1513851433992386,0.005526352673768997,0.15251067280769348,0.13132229447364807,-0.0523129366338253,0.18471673130989075,0.17850305140018463,-0.049272455275058746,0.18906281888484955,0.17412713170051575,-0.015066167339682579,0.20511582493782043,0.13395608961582184,-0.010775555856525898,0.17933613061904907,0.11591599881649017,-0.059591419994831085,0.2067965567111969,0.1647081822156906,-0.052447594702243805,0.21493183076381683,0.16195642948150635,-0.02693219855427742,0.23162713646888733,0.11700183153152466,-0.029717814177274704,0.20775365829467773,0.10317409038543701,-0.05464000627398491,0.22367531061172485,0.1413220465183258,-0.0549318753182888,0.23467229306697845,0.14417333900928497,-0.03848441317677498
45,3,3,R,True,0.24347829818725586,0.17123818397521973,-3.742058470379561e-05,0.21656376123428345,0.20530176162719727,-0.029839446768164635,0.18308500945568085,0.21228206157684326,-0.05371628329157829,0.1565106362104416,0.21426206827163696,-0.07441852986812592,0.13100600242614746,0.21611574292182922,-0.09262432157993317,0.17013734579086304,0.15210072696208954,-0.047368839383125305,0.1404726803302765,0.12031400948762894,-0.0859382227063179,0.12148413807153702,0.10267467796802521,-0.104098379611969,0.10574198514223099,0.08401355147361755,-0.11167438328266144,0.19063223898410797,0.13135573267936707,-0.04927677661180496,0.17600031197071075,0.12940098345279694,-0.10295426100492477,0.19242821633815765,0.16617582738399506,-0.09988949447870255,0.20052355527877808,0.17484404146671295,-0.08113182336091995,0.21557167172431946,0.12000767141580582,-0.055405501276254654,0.20384955406188965,0.1179191917181015,-0.10632017254829407,0.21628665924072266,0.15438473224639893,-0.10089494287967682,0.22310318052768707,0.16187910735607147,-0.08395914733409882,0.24136582016944885,0.11317402124404907,-0.06283101439476013,0.23192153871059418,0.11382389068603516,-0.09728355705738068,0.2373761534690857,0.14143310487270355,-0.09343545138835907,0.24282661080360413,0.14813707768917084,-0.08084947615861893
46,4,4,R,True,0.28022459149360657,0.23627683520317078,-3.327686135889962e-05,0.2369324266910553,0.25792196393013,1.9902531676052604e-06,0.18880055844783783,0.24009910225868225,-0.000863528111949563,0.15257084369659424,0.22347486019134521,-0.009035768918693066,0.12268034368753433,0.22164227068424225,-0.013082160614430904,0.17503449320793152,0.1581379920244217,-0.008215532638132572,0.13545458018779755,0.12124842405319214,-0.02229103446006775,0.11296458542346954,0.1007603257894516,-0.02742435224354267,0.09517759084701538,0.07989483326673508,-0.03047846630215645,0.19634388387203217,0.13442619144916534,-0.025507044047117233,0.15807722508907318,0.06678688526153564,-0.04890420287847519,0.13080330193042755,0.02296149730682373,-0.06814397871494293,0.11055182665586472,-0.01955600082874298,-0.08310621231794357,0.22460350394248962,0.12848705053329468,-0.04294273257255554,0.19495230913162231,0.10766857862472534,-0.08474095165729523,0.2081340253353119,0.15706978738307953,-0.08497903496026993,0.2242293357849121,0.1842350959777832,-0.07569123804569244,0.25441819429397583,0.12788960337638855,-0.058880921453237534,0.229035884141922,0.12139692902565002,-0.09016747772693634,0.23672132194042206,0.15891054272651672,-0.08839228004217148,0.24851951003074646,0.18030908703804016,-0.07963383197784424
